parcel,source,owner_name,address,jurisdiction,luc,luc_desc,parcel_class,acres,assessed_land,assessed_bldg,has_building,city_department,city_intended_use,development_candidate,census_tract,lat,lon
R72 05804 0007,county_only,DAYTON CITY OF,WEBSTER ST,DAYTON,400,Commercial vacant land,C,0002.67800,000000028400.00,000000000000.00,N,,,Y,,39.76882153392707,-84.18622362498441
R72 05901 0013,both,DAYTON CITY OF,625 GRUNER AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002430.00,000000000000.00,N,Planning,Surplus,Y,39113-001200-1,39.771977536504075,-84.19387123131347
R72 05901 0020,both,DAYTON CITY OF,N MAIN ST,DAYTON,400,Commercial vacant land,C,0000.11000,000000015090.00,000000000000.00,N,Public Works,Other,Y,39113-001200-1,39.771571606820636,-84.19516726343554
R72 05902 0041,both,DAYTON CITY OF,150 ALDEN ST,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000000000.00,000000000000.00,N,,,Y,39113-001200-1,39.7714017929369,-84.19362240452172
R72 05902 0073,both,DAYTON CITY OF,147 ALDEN ST,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000002580.00,000000000000.00,N,Public Works,Other,Y,39113-001200-1,39.771273673952024,-84.19393597084063
R72 05907 0094,both,"CITY OF DAYTON, OHIO",19 EMMET ST,DAYTON,400,Commercial vacant land,C,0000.00000,000000034550.00,000000000000.00,N,,,Y,39113-165200-2,39.766119040051585,-84.19262715671202
R72 05908 0045,both,DAYTON CITY OF,130 RIVERSIDE DR,DAYTON,685,"Churches etc, public worship",E,0009.05000,000000271500.00,000000000000.00,N,Public Works,Development,Y,39113-165200-2,39.76680150982055,-84.19025395936
R72 06002 0028,both,DAYTON CITY OF,810 GRUNER AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002220.00,000000000000.00,N,Planning,Surplus,Y,39113-001200-1,39.77321326126855,-84.19500082397455
R72 06006 0028,both,DAYTON CITY OF,E HELENA ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000008630.00,000000000000.00,N,Planning,Surplus,Y,39113-001200-1,39.77637872779779,-84.1993872060374
R72 06009 0047,both,CITY OF DAYTON,20 BURTON AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000004030.00,000000000000.00,N,Public Works,Other,Y,39113-001200-1,39.779009624188966,-84.204095242151
R72 06111 0024,both,CITY OF DAYTON,TRIANGLE AVE,DAYTON,400,Commercial vacant land,C,0000.44280,000000000000.00,000000000000.00,N,,,Y,39113-001100-5,39.78294212876119,-84.20342023020292
R72 06204 0052,county_only,CITY OF DAYTON OHIO,152 154 E HILLCREST AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000006080.00,000000000000.00,N,,,Y,39113-001100-3,39.79095945263129,-84.2093807013606
R72 06206 0031,both,CITY OF DAYTON,2604 2606 N MAIN ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000006410.00,000000000000.00,N,Planning,Surplus,Y,39113-001100-4,39.787835518887256,-84.21210591643093
R72 06209 0047,both,DAYTON CITY OF,22 24 LAURA AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000007870.00,000000000000.00,N,Planning,Surplus,Y,39113-001100-4,39.78767177190959,-84.21147193774496
R72 06301 0004,both,DAYTON CITY OF,2809 N MAIN ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000006080.00,000000000000.00,N,Planning,Surplus,Y,39113-000801-2,39.790646830308226,-84.2143817913148
R72 06305 0011,both,CITY OF DAYTON,341 E MAPLEWOOD AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000004170.00,000000000000.00,N,Planning,Surplus,Y,39113-001100-3,39.79225635917925,-84.20683283498812
R72 06305 0012,both,CITY OF DAYTON,337 E MAPLEWOOD AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000004170.00,000000000000.00,N,Planning,Surplus,Y,39113-001100-3,39.79225154001124,-84.20697512621526
R72 06308 0034,both,CITY OF DAYTON,43 E MAPLEWOOD AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000004150.00,000000000000.00,N,Planning,Surplus,Y,39113-001100-3,39.792202567419075,-84.21314108330176
R72 06308 0052,both,CITY OF DAYTON,54 E MAPLEWOOD AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000004170.00,000000000000.00,N,Planning,Surplus,Y,39113-001100-3,39.79190476641326,-84.2128573382782
R72 06401 0014,county_only,DAYTON CITY OF,GREAT MIAMI BLVD,DAYTON,400,Commercial vacant land,C,0000.05670,000000000000.00,000000000000.00,N,,,Y,,,
R72 06402 0042,both,DAYTON CITY OF,205 W GRAND AVE,DAYTON,400,Commercial vacant land,C,0000.00000,000000019700.00,000000000000.00,N,,,Y,39113-001200-1,39.769502143483976,-84.19870504508368
R72 06403 0001,both,DAYTON CITY OF,128 SHAW AVE,DAYTON,400,Commercial vacant land,C,0000.00000,000000000110.00,000000000000.00,N,,,Y,39113-001200-1,39.77000899300136,-84.1977708486121
R72 06403 0005,both,DAYTON CITY OF,112 120 SHAW AVE,DAYTON,400,Commercial vacant land,C,0000.00000,000000000000.00,000000000000.00,N,,,Y,39113-001200-1,39.77035620551841,-84.19737226108997
R72 06403 0009,both,DAYTON CITY OF,106 SHAW AVE,DAYTON,400,Commercial vacant land,C,0000.00000,000000000000.00,000000000000.00,N,,,Y,39113-001200-1,39.770377767792795,-84.19690930406169
R72 06403 0010,both,CITY OF DAYTON,102 SHAW AVE,DAYTON,400,Commercial vacant land,C,0000.00000,000000000000.00,000000000000.00,N,,,Y,39113-001200-1,39.7705152743568,-84.19681746354848
R72 06404 0023,both,DAYTON CITY OF,17 PALMER ST,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000000000.00,000000000000.00,N,,,Y,39113-165200-2,39.76869116547189,-84.19912648372463
R72 06404 0063,both,DAYTON CITY OF,PALMER ST,DAYTON,500,"Residential vacant land, lot",R,0000.00700,000000000000.00,000000000000.00,N,Public Works,Other,Y,,39.76876793103297,-84.19904851285837
R72 06405 0001,both,CITY OF DAYTON,SHAW AVE,DAYTON,400,Commercial vacant land,C,0000.00000,000000013020.00,000000000000.00,N,,,Y,39113-001200-1,39.77055729063813,-84.19656943676804
R72 06405 0005,both,DAYTON CITY OF,SHAW AVE,DAYTON,400,Commercial vacant land,C,0000.13890,000000010160.00,000000000000.00,N,Public Works,Other,Y,39113-001200-1,39.770594255802344,-84.19591564585053
R72 06407 0086,both,DAYTON CITY OF,HERMAN AVE,DAYTON,400,Commercial vacant land,C,0000.15000,000000000000.00,000000000000.00,N,,,Y,39113-165200-2,39.76959483446211,-84.19534862732485
R72 06408 0065,county_only,DAYTON CITY OF,GREAT MIAMI BLVD,DAYTON,400,Commercial vacant land,C,0000.01700,000000000000.00,000000000000.00,N,,,Y,39113-165200-2,,
R72 06410 0010,both,DAYTON CITY OF,W MCPHERSON ST,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000012430.00,000000000000.00,N,,,Y,39113-165200-2,39.766956296203944,-84.19827789315126
R72 06501 0006,county_only,DAYTON CITY OF,SABLE AVE,DAYTON,400,Commercial vacant land,C,0000.00000,000000000000.00,000000000000.00,N,,,Y,,,
R72 06501 0007,county_only,DAYTON CITY OF,SABLE AVE,DAYTON,400,Commercial vacant land,C,0000.03110,000000000000.00,000000000000.00,N,,,Y,,,
R72 06501 0017,county_only,DAYTON CITY OF,SABLE AVE,DAYTON,400,Commercial vacant land,C,0000.00000,000000000000.00,000000000000.00,N,,,Y,,,
R72 06501 0064,county_only,CITY OF DAYTON,SABLE AVE,DAYTON,400,Commercial vacant land,C,0000.02200,000000000000.00,000000000000.00,N,,,Y,,,
R72 06501 0067,county_only,CITY OF DAYTON,SABLE AVE,DAYTON,400,Commercial vacant land,C,0000.00000,000000000000.00,000000000000.00,N,,,Y,,,
R72 06501 0073,county_only,DAYTON CITY OF,SABLE AVE,DAYTON,400,Commercial vacant land,C,0000.18990,000000000000.00,000000000000.00,N,,,Y,,,
R72 06501 0074,county_only,DAYTON CITY OF,323 SALEM AVE,DAYTON,400,Commercial vacant land,C,0000.00120,000000000000.00,000000000000.00,N,,,Y,,,
R72 06501 0075,county_only,DAYTON CITY OF,333 SALEM AVE & FEDERAL,DAYTON,400,Commercial vacant land,C,0000.00340,000000000000.00,000000000000.00,N,,,Y,,,
R72 06504 0059,county_only,DAYTON CITY OF,215 SALEM AVE,DAYTON,400,Commercial vacant land,C,0000.01230,000000000000.00,000000000000.00,N,,,Y,,,
R72 06504 0060,county_only,DAYTON CITY OF,SALEM AVE,DAYTON,400,Commercial vacant land,C,0000.00360,000000000000.00,000000000000.00,N,,,Y,,,
R72 06509 0092,county_only,CITY OF DAYTON,161 SALEM AVE,DAYTON,400,Commercial vacant land,C,0000.00400,000000000000.00,000000000000.00,N,,,Y,,,
R72 06606 0050,county_only,DAYTON CITY OF,729 W GRAND AVE,DAYTON,400,Commercial vacant land,C,0000.00010,000000000000.00,000000000000.00,N,,,Y,,,
R72 06607 0020,county_only,CITY OF DAYTON OHIO,17 ROCKWOOD AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000006320.00,000000000000.00,N,,,Y,39113-000900-4,39.76977716634943,-84.20622168643963
R72 06608 0001,both,DAYTON CITY OF,50 52 WROE AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000003060.00,000000000000.00,N,Public Works,Other,Y,39113-000900-4,39.77080387507292,-84.20868423949027
R72 06608 0036,both,DAYTON CITY OF,2 10 RICHMOND AVE,DAYTON,400,Commercial vacant land,C,0000.00000,000000003980.00,000000000000.00,N,,,Y,39113-000900-4,39.769632590560775,-84.20991865229834
R72 06608 0056,both,CITY OF DAYTON,29 WROE AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000002860.00,000000000000.00,N,,,Y,39113-000900-4,39.77012373795516,-84.2091906108718
R72 06612 0029,both,CITY OF DAYTON,836 838 NEAL AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000003390.00,000000000000.00,N,,,Y,39113-000900-4,39.77051606956721,-84.21143743941077
R72 06703 0080,both,DAYTON CITY OF,NEAL AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000003090.00,000000000000.00,N,Planning,Surplus,Y,39113-001200-1,39.77230703219004,-84.19824030070882
R72 06710 0019,both,DAYTON CITY OF,926 OLD ORCHARD AVE,DAYTON,400,Commercial vacant land,C,0000.00000,000000005800.00,000000000000.00,N,,,Y,39113-000900-3,39.773009397908524,-84.20506248374122
R72 06711 0021,both,DAYTON CITY OF,520 522 FOREST AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000013430.00,000000000000.00,N,Planning,Surplus,Y,39113-001200-1,39.77353918231035,-84.20168076162693
R72 06808 0014,both,CITY OF DAYTON,300 RICHMOND AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000010480.00,000000000000.00,N,Planning,Surplus,Y,39113-000900-3,39.772915659385625,-84.20998144689347
R72 06901 0037,county_only,DAYTON CITY OF,1131 1133 SALEM AVE,DAYTON,400,Commercial vacant land,C,0000.00110,000000000000.00,000000000000.00,N,,,Y,,,
R72 06908 0007,both,DAYTON CITY OF,801 803 HARVARD BLVD,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002970.00,000000000000.00,N,Planning,Surplus,Y,39113-000900-1,39.77316141332276,-84.21045003720997
R72 06908 0019,city_layer_only,,,,,,,,,,N,Planning,Surplus,Y,,39.77405348106686,-84.21084914858695
R72 06911 0007,both,CITY OF DAYTON,1217 SALEM AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.59300,000000023250.00,000000000000.00,N,Planning,Surplus,Y,39113-000900-1,39.776400342391334,-84.21765027547842
R72 06911 0061,county_only,DAYTON CITY OF,1301 SALEM AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00050,000000005020.00,000000000000.00,N,,,Y,,,
R72 07001 0007,both,DAYTON CITY OF,95 FOUNTAIN AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000004130.00,000000000000.00,N,Planning,Surplus,Y,39113-000802-3,39.7788060410738,-84.20969708163024
R72 07005 0034,both,DAYTON CITY OF,132 134 NIAGARA AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000010200.00,000000000000.00,N,,,Y,39113-000802-3,39.779750109802755,-84.21185029339266
R72 07006 0003,both,DAYTON CITY OF,157 159 VICTOR AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000010630.00,000000000000.00,N,,,Y,39113-000802-3,39.77918580755839,-84.21269760254162
R72 07006 0004,both,DAYTON CITY OF,153 VICTOR AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000004620.00,000000000000.00,N,,,Y,39113-000802-3,39.77910865542286,-84.21252848465382
R72 07102 0014,both,CITY OF DAYTON,2301 N MAIN ST,DAYTON,400,Commercial vacant land,C,0000.13700,000000018800.00,000000000000.00,N,Public Works,Other,Y,39113-000801-2,39.78494445493153,-84.21077144220344
R72 07102 0033,both,DAYTON CITY OF,2309 N MAIN ST,DAYTON,400,Commercial vacant land,C,0000.09190,000000002840.00,000000000000.00,N,Public Works,Other,Y,39113-000801-2,39.78509396667697,-84.21087476720628
R72 07103 0004,both,CITY OF DAYTON,2613 2615 N MAIN ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000010000.00,000000000000.00,N,Planning,Surplus,Y,39113-000801-2,39.787932710449276,-84.21278100519588
R72 07103 0009,both,CITY OF DAYTON,2521 2523 N MAIN ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000006950.00,000000000000.00,N,Planning,Surplus,Y,39113-000801-2,39.7873835223081,-84.21240800365607
R72 07108 0027,both,CITY OF DAYTON,16 18 W NORMAN AVE,DAYTON,400,Commercial vacant land,C,0000.00000,000000006560.00,000000000000.00,N,Public Works,Other,Y,39113-000802-2,39.78369107986364,-84.21048438964958
R72 07108 0028,both,CITY OF DAYTON,18 W NORMAN AVE,DAYTON,400,Commercial vacant land,C,0000.00000,000000002630.00,000000000000.00,N,,,Y,39113-000802-2,39.78340547414859,-84.21029062830246
R72 07108 0070,both,CITY OF DAYTON,2109 N MAIN ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000017460.00,000000000000.00,N,Planning,Surplus,Y,39113-000802-2,39.78301619617714,-84.20946741196734
R72 07201 0018,both,DAYTON CITY OF,1612 14 SALEM AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000005130.00,000000000000.00,N,,,Y,39113-000500-5,39.77910699140917,-84.22103971170353
R72 07203 0024,both,CITY OF DAYTON,1202 KENYON PL,DAYTON,640,"Exempt, owned by municipals",E,0000.10800,000000004490.00,000000000000.00,N,Planning,Surplus,Y,39113-000600-2,39.77570339594085,-84.21855118915683
R72 07304 0018,county_only,DAYTON CITY OF,SALEM AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00140,000000000000.00,000000000000.00,N,,,Y,,,
R72 07304 0019,county_only,DAYTON CITY OF,SALEM AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00110,000000000000.00,000000000000.00,N,,,Y,,,
R72 07307 0020,city_layer_only,,,,,,,,,,N,Planning,Surplus,Y,,39.770658374471246,-84.21318896094569
R72 07401 0037,county_only,DAYTON CITY OF,SALEM & LEXINGTON,DAYTON,400,Commercial vacant land,C,0000.00020,000000000000.00,000000000000.00,N,,,Y,,,
R72 07402 0036,both,DAYTON CITY OF,1021 BROADWAY ST,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000001860.00,000000000000.00,N,,,Y,39113-000700-4,39.767671737169366,-84.21538207858326
R72 07405 0053,both,CITY OF DAYTON,GEORGEANA CT,DAYTON,400,Commercial vacant land,C,0000.00000,000000000950.00,000000000000.00,N,,,Y,39113-001000-1,39.76638240173614,-84.2099905481432
R72 07405 0093,county_only,DAYTON CITY OF,SALEM AVE,DAYTON,400,Commercial vacant land,C,0000.01560,000000000000.00,000000000000.00,N,,,Y,,,
R72 07405 0094,county_only,DAYTON CITY OF,SALEM AVE,DAYTON,400,Commercial vacant land,C,0000.00180,000000000000.00,000000000000.00,N,,,Y,,,
R72 07405 0095,county_only,DAYTON CITY OF,438 SALEM & GRAND,DAYTON,400,Commercial vacant land,C,0000.00390,000000000000.00,000000000000.00,N,,,Y,,,
R72 07405 0096,county_only,DAYTON CITY OF,402 404 SALEM AVE,DAYTON,400,Commercial vacant land,C,0000.00150,000000000000.00,000000000000.00,N,,,Y,,,
R72 07405 0097,county_only,DAYTON CITY OF,418 SALEM AVE,DAYTON,400,Commercial vacant land,C,0000.01940,000000000000.00,000000000000.00,N,,,Y,,,
R72 07406 0048,both,CITY OF DAYTON,200 AUDUBON PARK,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000010260.00,000000000000.00,N,Planning,Surplus,Y,39113-001000-2,39.76448887167628,-84.21260321747395
R72 07408 0037,county_only,DAYTON CITY OF,SUPERIOR & SALEM,DAYTON,400,Commercial vacant land,C,0000.03100,000000000000.00,000000000000.00,N,,,Y,,,
R72 07408 0038,county_only,DAYTON CITY OF,250 SALEM AVE,DAYTON,400,Commercial vacant land,C,0000.04500,000000000000.00,000000000000.00,N,,,Y,,,
R72 07408 0039,county_only,DAYTON CITY OF,184 SALEM AVE,DAYTON,400,Commercial vacant land,C,0000.00340,000000000000.00,000000000000.00,N,,,Y,,,
R72 07409 0057,county_only,CITY OF DAYTON,164 SALEM AVE,DAYTON,400,Commercial vacant land,C,0000.00300,000000000000.00,000000000000.00,N,,,Y,,,
R72 07506 0007,both,DAYTON CITY OF,1008 RIVERVIEW AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000000000.00,000000000000.00,N,,,Y,39113-001000-2,39.76071903798769,-84.21029227249007
R72 07506 0008,both,DAYTON CITY OF,1000 1002 RIVERVIEW AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000000000.00,000000000000.00,N,,,Y,39113-001000-2,39.760699940204,-84.21016998865333
R72 07506 0024,both,DAYTON CITY OF,401 403 NEGLEY PL,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000005710.00,000000000000.00,N,Planning,Surplus,Y,39113-001000-2,39.76015773914706,-84.2102574728473
R72 07603 0016,both,CITY OF DAYTON,1928 RIVERVIEW AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000000.00,000000000000.00,N,Planning,Surplus,Y,39113-000700-2,39.76294380313418,-84.22416244734896
R72 07609 0001,both,CITY OF DAYTON,RIVERVIEW AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000003460.00,000000000000.00,N,Public Works,Other,Y,39113-000700-2,39.762573030635,-84.21780455621294
R72 07609 0010,both,CITY OF DAYTON,743 745 FERGUSON AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000004110.00,000000000000.00,N,Planning,Surplus,Y,39113-000700-2,39.76350927673878,-84.21723998918944
R72 07609 0011,both,DAYTON CITY OF,FERGUSON AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000004350.00,000000000000.00,N,Planning,Surplus,Y,39113-000700-2,39.76366019690974,-84.21722861086998
R72 07609 0026,both,CITY OF DAYTON,FERGUSON AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001070.00,000000000000.00,N,Planning,Surplus,Y,39113-000700-2,39.76238325439479,-84.21669635684118
R72 07611 0009,both,DAYTON CITY OF,625 627 FERGUSON AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000002400.00,000000000000.00,N,Public Works,Other,Y,39113-000700-2,39.76142785048337,-84.21764921989659
R72 07611 0010,both,DAYTON CITY OF,FERGUSON AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000002400.00,000000000000.00,N,Public Works,Other,Y,39113-000700-2,39.761345490767596,-84.21764939290446
R72 07701 0016,both,CITY OF DAYTON,LEXINGTON AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002870.00,000000000000.00,N,Planning,Surplus,Y,39113-000700-3,39.76813796045906,-84.2240149254824
R72 07702 0032,both,CITY OF DAYTON,408 OXFORD AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001040.00,000000000000.00,N,Planning,Surplus,Y,39113-000700-3,39.7685953664606,-84.22143262369494
R72 07702 0045,both,DAYTON CITY OF,425 427 OXFORD AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000002870.00,000000000000.00,N,,,Y,39113-000600-2,39.76902448557189,-84.22201909078589
R72 07703 0034,both,DAYTON CITY OF,704 LEXINGTON AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000003680.00,000000000000.00,N,Planning,Surplus,Y,39113-000700-4,39.76767078063705,-84.2247861089524
R72 07703 0040,both,CITY OF DAYTON,LEXINGTON AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002370.00,000000000000.00,N,Planning,Surplus,Y,39113-000700-4,39.76771372835586,-84.22373399168548
R72 07706 0008,county_only,CITY OF DAYTON OHIO,260 LEXINGTON AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000006870.00,000000000000.00,N,,,Y,39113-000700-4,39.767792544657006,-84.21744162933736
R72 07706 0012,both,CITY OF DAYTON,240 LEXINGTON AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000002980.00,000000000000.00,N,Public Works,Other,Y,39113-000700-4,39.767887914190844,-84.2167430245798
R72 07708 0018,both,CITY OF DAYTON,831 ST AGNES AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002960.00,000000000000.00,N,Planning,Surplus,Y,39113-000700-2,39.763717886259464,-84.22098094770512
R72 07708 0077,city_layer_only,,,,,,,,,,N,Planning,Surplus,Y,,39.76474997604939,-84.2210064394
R72 07708 0095,both,DAYTON CITY OF,RIVERVIEW AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000002730.00,000000000000.00,N,Public Works,Other,Y,39113-000700-2,39.76336247093498,-84.2232818303559
R72 07709 0042,both,DAYTON CITY OF,740 N PAUL LAURENCE DUNBAR ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002140.00,000000000000.00,N,Planning,Surplus,Y,39113-000700-2,39.763622160838,-84.21946291122131
R72 07710 0068,both,CITY OF DAYTON,1301 SUPERIOR AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000003030.00,000000000000.00,N,,,Y,39113-000700-4,39.76564414554584,-84.22310328605
R72 07801 0001,both,DAYTON CITY OF,ROSEDALE DR,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002940.00,000000000000.00,N,Planning,Surplus,Y,39113-000700-1,39.76929483617395,-84.22693278196721
R72 07801 0002,both,DAYTON CITY OF,ROSEDALE DR,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002940.00,000000000000.00,N,Planning,Surplus,Y,39113-000700-1,39.76934943329481,-84.22693396128234
R72 07803 0014,city_layer_only,,,,,,,,,,N,Planning,Surplus,Y,,39.77042481750017,-84.2247867201159
R72 07806 0003,both,DAYTON CITY OF,333 CAMBRIDGE AVE,DAYTON,400,Commercial vacant land,C,0000.00000,000000002200.00,000000000000.00,N,,,Y,39113-000700-3,39.770374580482304,-84.22089346702533
R72 07806 0012,both,DAYTON CITY OF,1230 EUCLID AVE,DAYTON,400,Commercial vacant land,C,0000.00000,000000004480.00,000000000000.00,N,,,Y,39113-000700-3,39.76972556259172,-84.2208925901071
R72 07808 0029,both,DAYTON CITY OF,1215 GLENDALE AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002620.00,000000000000.00,N,Planning,Surplus,Y,39113-000700-3,39.76942127708972,-84.21989613179234
R72 07809 0026,both,DAYTON CITY OF,200 OXFORD AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000003030.00,000000000000.00,N,Planning,Surplus,Y,39113-000700-3,39.76881271226584,-84.21808904007158
R72 07809 0039,both,DAYTON CITY OF,213 215 OXFORD AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000890.00,000000000000.00,N,Planning,Surplus,Y,39113-000700-3,39.76922384446242,-84.21851233217052
R72 07908 0024,both,DAYTON CITY OF,2514 RIVERVIEW AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000002870.00,000000000000.00,N,,,Y,39113-000700-2,39.76538020896269,-84.23148846901763
R72 08003 0020,city_layer_only,,,,,,,,,,N,Planning,Surplus,Y,,39.76873903327881,-84.23146992077285
R72 08004 0015,both,DAYTON CITY OF,GRAND AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000002950.00,000000000000.00,N,Public Works,Other,Y,39113-000700-2,39.766957704181074,-84.23179215985529
R72 08004 0018,both,DAYTON CITY OF,2021 2023 W GRAND AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000003140.00,000000000000.00,N,,,Y,39113-000700-2,39.766972725251506,-84.23133351227672
R72 08005 0032,county_only,CITY OF DAYTON,RIVERVIEW AVE,DAYTON,400,Commercial vacant land,C,0000.03000,000000000430.00,000000000000.00,N,,,Y,,39.76654373354178,-84.23416078995601
R72 08105 0015,both,DAYTON CITY OF,441 N WOODWARD AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001880.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-1,39.75929615036491,-84.23072653657098
R72 08105 0036,both,DAYTON CITY OF,100 102 KAMMER AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001850.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-1,39.759671684172666,-84.2296543581982
R72 08106 0002,both,CITY OF DAYTON,KILMER ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001710.00,000000000000.00,N,Planning,Surplus,Y,39113-003800-2,39.75964992383584,-84.2329953378235
R72 08106 0034,both,CITY OF DAYTON,WINTERS ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001690.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-1,39.759199922891845,-84.23181468051503
R72 08106 0040,both,DAYTON CITY OF,1629 OAKRIDGE DR,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001890.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-1,39.75839914703134,-84.23252222137545
R72 08108 0027,both,CITY OF DAYTON,JAMES H MCGEE BLVD,DAYTON,400,Commercial vacant land,C,0000.00000,000000000000.00,000000000000.00,N,,,Y,39113-165100-1,39.76135805418744,-84.23040116428542
R72 08109 0006,both,DAYTON CITY OF,1219 EDISON ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001830.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-1,39.75661354772805,-84.23109036262909
R72 08109 0084,both,CITY OF DAYTON,1420 OAKRIDGE DR,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001860.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-1,39.758145087356276,-84.23020698536341
R72 08109 0087,both,DAYTON CITY OF,N ORCHARD AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001410.00,000000000000.00,N,Planning,Surplus,Y,39113-165100-1,39.75795706627792,-84.22984179464169
R72 08110 0056,both,CITY OF DAYTON,1712 OAKRIDGE DR,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001780.00,000000000000.00,N,Planning,Surplus,Y,39113-003900-3,39.75800732279676,-84.23304622681115
R72 08110 0057,both,CITY OF DAYTON,OAKRIDGE DR,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000001390.00,000000000000.00,N,Planning,Surplus,Y,39113-003900-3,39.758008384208566,-84.23295925818327
