parcel,permit_count,distinct_types,top_type,total_valuation,first_permit,last_permit,address,lat,lon
R72 05208 0049,4,4,Residential Electrical Permit,0,2026-05-07,2026-06-24,"1815 Warner AVE, DAYTON OH 45404-1988",39.77810935636556,-84.17015262431443
R72 05210 0029,1,1,Residential Gas Permit,0,2026-01-05,2026-01-05,"235 GROVE AVE, DAYTON OH 45404-1907 United States",39.77903622976062,-84.17331358625614
R72 05211 0022,1,1,Residential Plumbing Permit,0,2026-02-02,2026-02-02,"429 GROVE AVE, DAYTON OH 45404-1911 United States",39.78191009818216,-84.17299469890952
R72 05211 0031,1,1,Residential Gas Permit,0,2026-04-06,2026-04-06,"329 GROVE AVE, DAYTON OH 45404-1909 United States",39.7809528186676,-84.17311765057013
R72 05212 0007,1,1,Residential Plumbing Permit,0,2026-03-02,2026-03-02,"418 Alaska ST, DAYTON OH 45404-1945",39.78140525320916,-84.16796827967578
R72 05301 0056,3,2,Residential Sewer Permit,0,2026-01-08,2026-02-23,"117 GROVE AVE, DAYTON OH 45404-1932 United States",39.77608886169912,-84.17358444675685
R72 05301 0057,1,1,Residential Water Permit,0,2026-05-15,2026-05-15,"121 GROVE AVE, DAYTON OH 45404-1932 United States",39.7761770478362,-84.17356161245218
R72 05302 0012,12,3,Commercial Plumbing Permit,0,2026-03-04,2026-06-29,"1508 CHAPEL ST, DAYTON OH 45404",39.774488301414436,-84.17299085317885
R72 05302 0015,1,1,Residential Zoning Only Permit,0,2026-03-20,2026-03-20,"316 TROY ST, DAYTON OH 45404-1858 United States",39.77385044538583,-84.17458749505414
R72 05307 0044,1,1,Residential Building Permit,34444,2026-04-27,2026-04-27,"7 BALTIMORE ST, DAYTON OH 45404-1950 United States",39.775644363666295,-84.17125718551871
R72 05405 0020,1,1,Commercial Zoning Only Permit,0,2026-05-27,2026-05-27,"301 TROY ST, DAYTON OH 45404 United States",39.77349196431884,-84.17499152981675
R72 05410 0025,1,1,Commercial Zoning Only Permit,0,2026-02-10,2026-02-10,"359 MARYLAND AVE, DAYTON OH 45404",39.77506012706955,-84.17620366535664
R72 05504 0054,1,1,Residential Water Permit,0,2026-06-22,2026-06-22,"706 TAYLOR ST, DAYTON OH 45404-1634 United States",39.77259860002883,-84.18127197240338
R72 05505 0005,1,1,Residential Plumbing Permit,0,2026-04-01,2026-04-01,"630 TAYLOR ST, DAYTON OH 45404-1632 United States",39.7719079498684,-84.181372778805
R72 05509 0002,3,2,Permit Revision,0,2026-02-02,2026-03-11,"401 N KEOWEE ST, DAYTON OH 45404",39.76981073554521,-84.17788850231989
R72 05510 0002,1,1,Commercial Mechanical Permit,0,2026-06-15,2026-06-15,"240 DETRICK ST, DAYTON OH 45404 United States",39.769957766477035,-84.18201706817354
R72 05603 0007,1,1,Commercial Plumbing Permit,0,2026-01-08,2026-01-08,"1110 WEBSTER ST, DAYTON OH 45404",39.77788254351022,-84.1823461220864
R72 05608 0048,1,1,Residential Electrical Permit,0,2026-05-29,2026-05-29,"724 N KEOWEE ST, DAYTON OH 45404-1680 United States",39.77466717086539,-84.18152722999537
R72 05701 0103,1,1,Commercial Plumbing Permit,0,2026-05-07,2026-05-07,"1404 WEBSTER ST, DAYTON OH 45404-1558 United States",39.78065012172918,-84.1819751927552
R72 05702 0069,1,1,Commercial Building Permit,505112,2026-01-20,2026-01-20,"332 VERMONT AVE, DAYTON OH 45404",39.77701396763071,-84.18507946673887
R72 05702 0108,1,1,Commercial Water Permit,0,2026-05-28,2026-05-28,"1003 N KEOWEE ST, DAYTON OH 45404 United States",39.77713888533305,-84.18444598661871
R72 05705 0043,2,2,Residential Building Permit,500,2026-02-13,2026-04-27,"538 BANNOCK ST, DAYTON OH 45404-1502 United States",39.78193558870122,-84.18690320495297
R72 05706 0004,1,1,Commercial Mechanical Permit,0,2026-06-30,2026-06-30,"241 E HELENA ST, DAYTON OH 45404 United States",39.78058092478319,-84.19115867930007
R72 05706 0030,1,1,Commercial Water Permit,0,2026-04-20,2026-04-20,"347 LEO ST, DAYTON OH 45404-1007 United States",39.78293222707002,-84.19204497028295
R72 05706 0112,2,2,Commercial Electrical Permit,0,2026-04-24,2026-06-30,"417 E HELENA ST, DAYTON OH 45404",39.780604583682305,-84.18971085756259
R72 05709 0017,1,1,Residential Building Permit,70000,2026-01-02,2026-01-02,"1609 MACK AVE, 1611, DAYTON OH 45404",39.78330748893216,-84.17224179155309
R72 05710 0008,1,1,Commercial Building Permit,130000,2026-03-16,2026-03-16,"1114 TROY ST, DAYTON OH 45404",39.783604937054555,-84.17315487870323
R72 05710 0039,1,1,Residential Electrical Permit,0,2026-04-22,2026-04-22,"1128 Troy ST, DAYTON OH 45404-2719",39.78395244301124,-84.17322526592535
R72 05715 0014,1,1,Commercial Tent permit,0,2026-06-10,2026-06-10,"2600 DEWEESE PKWY, DAYTON OH 45414-5400 United States",39.788374114953555,-84.2017228710627
R72 05801 0080,1,1,Residential Building Permit,20000,2026-05-27,2026-05-27,"961 Webster ST, DAYTON OH 45404-1531",39.77566449074268,-84.18326043805993
R72 05802 0019,1,1,Residential Sewer Permit,0,2026-05-04,2026-05-04,"114 VERMONT AVE, DAYTON OH 45404-1522 United States",39.774133968699005,-84.18543680621012
R72 05810 0001,1,1,Permit Revision,0,2026-02-11,2026-02-11,"444 NORTH BEND BLVD, DAYTON OH 45404",39.77645041694719,-84.19216512186922
R72 05908 0045,1,1,Commercial Mechanical Permit,0,2026-06-30,2026-06-30,"108 LINWOOD ST, DAYTON OH 45405 United States",39.76680150982055,-84.19025395936
R72 05909A0028,1,1,Commercial Tent permit,0,2026-05-06,2026-05-06,"130 RIVERSIDE DR, DAYTON OH 45405 United States",39.76904240927201,-84.18970404133655
R72 05909B0031,5,5,Commercial Electrical Permit,0,2026-02-18,2026-06-10,"229 Riverside Dr, Dayton OH 45405-4941 Andorra, 229",39.769611402088586,-84.1913514529892
R72 06003 0036,1,1,Residential Gas Permit,0,2026-01-28,2026-01-28,"53 LOCUST ST, DAYTON OH 45405-4622 United States",39.774024391560154,-84.19644036824302
R72 06005 0034,3,1,Residential Gas Permit,0,2026-04-28,2026-06-04,"37 VINCENT ST, DAYTON OH 45405-4234 United States",39.77529211633926,-84.19857787575884
R72 06005 0044,4,1,Commercial Plumbing Permit,0,2026-03-17,2026-03-17,"1121 RIVERSIDE DR, APT/UNIT 4, DAYTON OH 45405-4211 United States",39.776164886085375,-84.19804043700508
R72 06008 0016,1,1,Residential Gas Permit,0,2026-04-28,2026-04-28,"40 DRAKE AVE, DAYTON OH 45405-4133 United States",39.77871689744117,-84.20268263257628
R72 06008 0022,1,1,Commercial Electrical Permit,0,2026-03-30,2026-03-30,"1501 Riverside DR, DAYTON OH 45405-4110",39.77864754212861,-84.20159914369935
R72 06009 0001,1,1,Residential Wrecking Permit,0,2026-06-09,2026-06-09,"38 MARY AVE, DAYTON OH 45405-3835 United States",39.780013389036775,-84.20434783186033
R72 06011 0018,2,1,Residential Water Permit,0,2026-06-25,2026-06-25,"1805 RIVERSIDE DR, DAYTON OH 45405-3847 United States",39.78148204478572,-84.20324134376509
R72 06012 0012,1,1,Commercial Building Permit,27576,2026-03-30,2026-03-30,"1800 N MAIN ST, DAYTON OH 45405-3853 United States",39.779694919025424,-84.20549374323105
R72 06012 0014,1,1,Special Service Inspection,0,2026-01-12,2026-01-12,"15 MARY AVE, DAYTON OH 45405-3836 United States",39.779791137150575,-84.20527832460293
R72 06101 0008,1,1,Residential Electrical Permit,0,2026-01-14,2026-01-14,"2330 PARKLAND AVE, DAYTON OH 45405-3421 United States",39.78634323294362,-84.20994091750356
R72 06101 0026,1,1,Residential Gas Permit,0,2026-05-12,2026-05-12,"29 E FAIRVIEW AVE, DAYTON OH 45405-3410 United States",39.78558493456018,-84.20978352198588
R72 06102 0050,1,1,Residential Water Permit,0,2026-03-30,2026-03-30,"51 E NORMAN AVE, DAYTON OH 45405-3509 United States",39.78501302907712,-84.2081465840403
R72 06103 0051,1,1,Residential Electrical Permit,0,2026-03-19,2026-03-19,"2221 RIVERSIDE DR, DAYTON OH 45405-3522 United States",39.7866117804612,-84.20546309023406
R72 06108 0013,1,1,Residential Water Permit,0,2026-03-05,2026-03-05,"66 E HUDSON AVE, DAYTON OH 45405-3502 United States",39.783858235103544,-84.20674804851573
R72 06108 0025,1,1,Residential Gas Permit,0,2026-02-16,2026-02-16,"117 ELMWOOD AVE E, DAYTON OH 45405-3534 United States",39.783237377304935,-84.20695709381098
R72 06108 0026,1,1,Residential Gas Permit,0,2026-02-16,2026-02-16,"121 ELMWOOD AVE E, DAYTON OH 45405-3534 United States",39.78329136772704,-84.20683025323216
R72 06108 0027,2,1,Residential Gas Permit,0,2026-02-16,2026-02-16,"125 ELMWOOD AVE E, DAYTON OH 45405-3534 United States",39.78335788394901,-84.20669281495856
R72 06108 0028,1,1,Residential Gas Permit,0,2026-02-16,2026-02-16,"129 ELMWOOD AVE E, DAYTON OH 45405-3534 United States",39.783388255254124,-84.20659064392495
R72 06108 0029,1,1,Residential Gas Permit,0,2026-02-16,2026-02-16,"133 ELMWOOD AVE E, DAYTON OH 45405-3534 United States",39.78343121963689,-84.20646714763987
R72 06108 0036,1,1,Residential Gas Permit,0,2026-02-16,2026-02-16,"2024 EASTVIEW AVE, DAYTON OH 45405-3529 United States",39.78312692054916,-84.20586890677497
R72 06108 0043,1,1,Residential Gas Permit,0,2026-02-16,2026-02-16,"102 ELMWOOD AVE E, DAYTON OH 45405-3533 United States",39.78279554335957,-84.20712772287692
R72 06109 0003,2,2,Commercial Building Permit,0,2026-01-27,2026-06-11,"1910 N MAIN ST, DAYTON OH 45405-3801 United States",39.78062778908191,-84.20695209820789
R72 06109 0007,1,1,Permit Revision,0,2026-06-03,2026-06-03,"1934 N Main ST, DAYTON OH 45405",39.78097101939496,-84.20740690792832
R72 06109 0051,1,1,Permit Revision,0,2026-04-23,2026-04-23,"1976 N MAIN ST, DAYTON OH 45405-3801 United States",39.781874465332244,-84.20815504444198
R72 06110 0001,1,1,Residential Electrical Permit,0,2026-05-13,2026-05-13,"109 E HUDSON AVE, DAYTON OH 45405-3506 United States",39.784520304184774,-84.20615924458536
R72 06111 0009,1,1,Residential Gas Permit,0,2026-04-06,2026-04-06,"145 RIDGE AVE, DAYTON OH 45405-3846 United States",39.782148483392504,-84.20440625154582
R72 06201 0004,1,1,Residential Gas Permit,0,2026-04-20,2026-04-20,"2808 N MAIN ST, DAYTON OH 45405",39.790710962995995,-84.21375338828105
R72 06201 0014,2,2,Residential Building Permit,3300,2026-03-11,2026-05-04,"46 E HILLCREST AVE, 48, DAYTON OH 45405-2824 United States",39.790982015966705,-84.21249291736585
R72 06202 0070,1,1,Residential Plumbing Permit,0,2026-01-27,2026-01-27,"105 BASSWOOD AVE, DAYTON OH 45405-3111 United States",39.789734454379825,-84.21068265759828
R72 06206 0003,1,1,Residential Water Permit,0,2026-04-07,2026-04-07,"2618 N MAIN ST, DAYTON OH 45405-3001 United States",39.788134494642534,-84.21231258007748
R72 06209 0031,1,1,Special Service Inspection,0,2026-02-17,2026-02-17,"48 E PARKWOOD DR, DAYTON OH 45405-3423 United States",39.78721946875757,-84.21029346770051
R72 06210 0050,1,1,Residential Sewer Permit,0,2026-04-14,2026-04-14,"104 LAURA AVE, DAYTON OH 45405-3102 United States",39.78826798588052,-84.20994548305575
R72 06212 0006,1,1,Commercial Electrical Permit,0,2026-06-12,2026-06-12,"2331 RIVERSIDE DR, APT/UNIT 6, DAYTON OH 45405-3431 United States",39.78805635613563,-84.20563013097022
R72 06301 0002,1,1,Residential Gas Permit,0,2026-03-24,2026-03-24,"2819 N MAIN ST, DAYTON OH 45405-3013 United States",39.790889184031144,-84.21451943289702
R72 06305 0047,1,1,Residential Zoning Only Permit,0,2026-04-01,2026-04-01,"301 POINTVIEW AVE, DAYTON OH 45405-2851 United States",39.793174993310444,-84.20823286263908
R72 06305 0068,2,2,Residential Zoning Only Permit,0,2026-04-10,2026-06-09,"308 POINTVIEW AVE, DAYTON OH 45405-2850 United States",39.79277007807927,-84.20794528326455
R72 06306 0037,1,1,Special Service Inspection,0,2026-04-27,2026-04-27,"205 E MAPLEWOOD AVE, DAYTON OH 45405-2839 United States",39.792224631265185,-84.20994651472371
R72 06308 0013,2,2,Residential Gas Permit,0,2026-05-11,2026-05-22,"38 POINTVIEW AVE, DAYTON OH 45405-2801 United States",39.792776652257636,-84.21369387909276
R72 06308 0035,1,1,Residential Plumbing Permit,0,2026-03-13,2026-03-13,"39 E MAPLEWOOD AVE, DAYTON OH 45405-2834 United States",39.79220509941575,-84.21327544951431
R72 06308 0041,2,1,Residential Plumbing Permit,0,2026-01-21,2026-01-21,"2926 N MAIN ST, DAYTON OH 45405-2808 United States",39.79192361813682,-84.21438120295188
R72 06310 0014,2,2,Residential Electrical Permit,0,2026-03-05,2026-04-08,"130 KNECHT DR, DAYTON OH 45405-2628 United States",39.794665464595944,-84.21221333702933
R72 06310 0049,1,1,Residential Plumbing Permit,0,2026-03-12,2026-03-12,"41 POINTVIEW AVE, DAYTON OH 45405-2802 United States",39.79310183579748,-84.21361288798981
R72 06310 0070,1,1,Residential Wrecking Permit,0,2026-06-09,2026-06-09,"37 FERNWOOD AVE, DAYTON OH 45405-2616 United States",39.794045832862906,-84.2142127642602
R72 06406 0053,1,1,Residential Electrical Permit,0,2026-03-12,2026-03-12,"209 MCDANIEL ST, DAYTON OH 45405-4821 United States",39.7683506519777,-84.19631289068285
R72 06407 0044,1,1,Residential Plumbing Permit,0,2026-05-08,2026-05-08,"128 MCDANIEL ST, DAYTON OH 45405-4818 United States",39.7679604407114,-84.19576613367809
R72 06407 0056,1,1,Residential Electrical Permit,0,2026-03-10,2026-03-10,"41 W MCPHERSON ST, DAYTON OH 45405 United States",39.76737748209957,-84.19561495022356
R72 06408 0032,1,1,Residential Zoning Only Permit,0,2026-04-01,2026-04-01,"16 MCDANIEL ST, DAYTON OH 45405",39.76636713905685,-84.19530273713089
R72 06411 0005,4,2,Residential Gas Permit,0,2026-03-20,2026-04-02,"224 W MCPHERSON ST, DAYTON OH 45405-4835 United States",39.766676392595386,-84.19778074952171
R72 06504 0052,3,2,Residential Plumbing Permit,0,2026-03-03,2026-03-05,"146 CENTRAL AVE, DAYTON OH 45406-5467 United States",39.766329764935364,-84.20631868125346
R72 06505 0053,2,1,Commercial Building Permit,100000,2026-03-27,2026-03-27,"51 GRAFTON AVE, UNIT 803, DAYTON OH 45406-5576 United States",39.76495147700769,-84.20423910897674
R72 06505 0055,1,1,Commercial Fire Alarm Permit,0,2026-04-21,2026-04-21,"51 GRAFTON AVE, DAYTON OH 45406-5576 United States",39.76495147700769,-84.20423910897674
R72 06506 0007,1,1,Commercial Building Permit,5000,2026-03-26,2026-03-26,"111 GRAFTON AVE, DAYTON OH 45406-5457 United States",39.765880621600346,-84.20492009703358
R72 06506 0013,1,1,Residential Water Permit,0,2026-01-20,2026-01-20,"232 SUPERIOR AVE, DAYTON OH 45406-5445 United States",39.76709520511551,-84.20485730263825
R72 06506 0027,1,1,Permit Revision,0,2026-04-28,2026-04-28,"111 GRAFTON AVE, DAYTON OH 45406-5457 United States",39.765880621600346,-84.20492009703358
R72 06506 0028,1,1,Permit Revision,0,2026-01-29,2026-01-29,"531 Belmonte PARK N, DAYTON OH 45405-4749",39.76716240304998,-84.20401208675194
R72 06508 0011,1,1,Residential Zoning Only Permit,0,2026-03-11,2026-03-11,"27 STODDARD AVE, DAYTON OH 45405-4737 United States",39.76788604398828,-84.20126876043176
R72 06509 0002,2,1,Commercial Sewer Permit,0,2026-03-25,2026-03-25,"714 PLYMOUTH AVE, DAYTON OH 45406-5585 United States",39.76458909864231,-84.20593095760904
R72 06511 0004,1,1,Commercial Tent permit,0,2026-06-04,2026-06-04,"456 BELMONTE PARK N, DAYTON OH 45405-4700 United States",39.766207965961044,-84.20131557877578
R72 06601 0028,1,1,Residential Wrecking Permit,0,2026-02-27,2026-02-27,"801 FIVE OAKS AVE, DAYTON OH 45406-5223 United States",39.77226667341164,-84.21042451360015
R72 06601 0029,1,1,Residential Wrecking Permit,0,2026-03-09,2026-03-09,"822 FIVE OAKS AVE, DAYTON OH 45406-5222 United States",39.77179876432413,-84.21106423312153
R72 06601 0039,1,1,Residential Building Permit,0,2026-03-02,2026-03-02,"804 HARVARD BLVD, DAYTON OH 45406-5226 United States",39.77275637142474,-84.21054689889418
R72 06601 0051,1,1,Residential Plumbing Permit,0,2026-01-20,2026-01-20,"110 RICHMOND AVE, DAYTON OH 45406-5245 United States",39.77123864481442,-84.20993673105663
R72 06602 0023,1,1,Residential Gas Permit,0,2026-02-26,2026-02-26,"930 FIVE OAKS AVE, DAYTON OH 45406-5224 United States",39.77162960318473,-84.21267911211157
R72 06607 0013,1,1,Residential Electrical Permit,0,2026-05-29,2026-05-29,"45 ROCKWOOD AVE, DAYTON OH 45405-4421 United States",39.77056751530176,-84.20625171045882
R72 06609 0010,1,1,Special Service Inspection,0,2026-01-15,2026-01-15,"331 GRAFTON AVE, DAYTON OH 45406-5439 United States",39.768771318945184,-84.20722535515786
R72 06609 0021,1,1,Commercial Electrical Permit,0,2026-06-16,2026-06-16,"445 SALEM AVE, DAYTON OH 45406 United States",39.76753992988016,-84.20934169887232
R72 06612 0039,2,2,Permit Revision,0,2026-04-24,2026-05-04,"812 Neal AVE, 814, DAYTON OH 45406-5233",39.77061277534821,-84.21067569598215
R72 06703 0071,1,1,Residential Plumbing Permit,0,2026-06-03,2026-06-03,"77 NEAL AVE, DAYTON OH 45405-4561 United States",39.771421290120976,-84.19947266607751
R72 06705 0026,2,2,Commercial Building Permit,300000,2026-03-20,2026-05-14,"124 NEAL AVE, DAYTON OH 45405 United States",39.770927303641734,-84.20021144494825
R72 06706 0005,1,1,Residential Water Permit,0,2026-04-10,2026-04-10,"759 BELMONTE PARK N, DAYTON OH 45405-4404 United States",39.770696369104876,-84.2047603825386
R72 06706 0027,2,2,Commercial Electrical Permit,0,2026-05-13,2026-06-18,"720 BELMONTE PARK N, DAYTON OH 45405-4403 United States",39.76957287313848,-84.2043299982383
R72 06707 0010,1,1,Permit Revision,0,2026-02-24,2026-02-24,"323 FOREST AVE, DAYTON OH 45405",39.76961622271103,-84.20126792527958
R72 06707 0050,1,1,Commercial Fire Alarm Permit,0,2026-01-20,2026-01-20,"425 W GRAND AVE, DAYTON OH 45405-4775 United States",39.76933414710869,-84.20364889968866
R72 06712 0047,1,1,Residential Plumbing Permit,0,2026-01-30,2026-01-30,"425 FOREST AVE, DAYTON OH 45405-4439 United States",39.77156955303197,-84.20192799891088
R72 06712 0055,2,1,Special Service Inspection,0,2026-02-24,2026-04-21,"219 NEAL AVE, DAYTON OH 45405-4555 United States",39.770930570194004,-84.20214645909107
R72 06801 0010,1,1,Commercial Electrical Permit,0,2026-06-23,2026-06-23,"1627 N MAIN ST, APT/UNIT B, DAYTON OH 45405-4141 United States",39.778355230489176,-84.20473597403351
R72 06802 0023,6,2,Commercial Plumbing Permit,0,2026-05-21,2026-06-24,"710 ROCKFORD AVE, DAYTON OH 45405-4030 United States",39.77861996899197,-84.20627932646205
R72 06803 0004,1,1,Special Service Inspection,0,2026-01-16,2026-01-16,"112 DELAWARE AVE, DAYTON OH 45405-3905 United States",39.778511170769136,-84.20737862823142
R72 06803 0013,1,1,Residential Gas Permit,0,2026-01-15,2026-01-15,"111 Delaware AVE, DAYTON OH 45405-3906",39.778884623812225,-84.20756573008107
R72 06803 0016,1,1,Residential Water Permit,0,2026-05-19,2026-05-19,"123 DELAWARE AVE, DAYTON OH 45405-3906 United States",39.77865518257991,-84.20785903617936
R72 06804 0020,2,2,Residential Building Permit,0,2026-06-01,2026-06-02,"623 ROCKFORD AVE, DAYTON OH 45405-4020 United States",39.77740018049949,-84.20655426538347
R72 06806 0018,2,1,Residential Water Permit,0,2026-05-07,2026-05-29,"1127 GRAFTON AVE, DAYTON OH 45405-4007 United States",39.777453064275605,-84.20801100905342
R72 06808 0012,1,1,Residential Wrecking Permit,0,2026-06-09,2026-06-09,"308 RICHMOND AVE, DAYTON OH 45406-5122 United States",39.7731436907383,-84.20997281838434
R72 06808 0034,1,1,Residential Plumbing Permit,0,2026-06-01,2026-06-01,"249 WROE AVE, DAYTON OH 45406-5252 United States",39.77377783802077,-84.20923041022355
R72 06809 0020,1,1,Residential Building Permit,0,2026-05-12,2026-05-12,"240 KENWOOD AVE, DAYTON OH 45405-4010 United States",39.775255331430614,-84.20714579227854
R72 06809 0033,1,1,Residential Gas Permit,0,2026-04-01,2026-04-01,"241 KENWOOD AVE, DAYTON OH 45405-4011 United States",39.77560944143834,-84.20715091219121
R72 06810 0031,2,2,Residential Building Permit,72000,2026-03-06,2026-04-08,"373 KENWOOD AVE, DAYTON OH 45405-4013 United States",39.77558360663848,-84.21023554218334
R72 06810 0073,1,1,Residential Mechanical Permit,0,2026-06-18,2026-06-18,"325 KENILWORTH AVE, DAYTON OH 45405-4037 United States",39.77644686732158,-84.20865892831138
R72 06903 0057,1,1,Residential Water Permit,0,2026-05-07,2026-05-07,"549 KENWOOD AVE, DAYTON OH 45406-5116 United States",39.775471018090286,-84.21361689672703
R72 06903 0063,1,1,Residential Plumbing Permit,0,2026-05-12,2026-05-12,"527 KENWOOD AVE, DAYTON OH 45406-5116 United States",39.7754754516814,-84.21274876208818
R72 06904A0009,2,2,Residential Building Permit,15428,2026-01-27,2026-02-23,"927 FERNDALE AVE, DAYTON OH 45406-5112 United States",39.77477069470372,-84.21287375135789
R72 06905 0005,1,1,Residential Zoning Only Permit,0,2026-01-02,2026-01-02,"939 SALEM AVE, DAYTON OH 45406-5828 United States",39.77304469658564,-84.21467454977436
R72 06908 0006,2,1,Residential Gas Permit,0,2026-03-24,2026-03-24,"809 HARVARD BLVD, DAYTON OH 45406-5227 United States",39.77313903840445,-84.21066659949027
R72 06910 0063,1,1,Residential Plumbing Permit,0,2026-06-12,2026-06-12,"1215 MOUNT VERNON AVE, DAYTON OH 45405-3950 United States",39.77898747325267,-84.21835816756068
R72 07001 0013,1,1,Residential Electrical Permit,0,2026-02-09,2026-02-09,"82 FOUNTAIN AVE, DAYTON OH 45405-3702 United States",39.77876628519815,-84.20908949626869
R72 07001 0022,1,1,Residential Wrecking Permit,0,2026-04-15,2026-04-15,"120 FOUNTAIN AVE, DAYTON OH 45405-3705 United States",39.7780747881616,-84.20999777090434
R72 07002 0017,1,1,Residential Electrical Permit,0,2026-02-09,2026-02-09,"74 FOUNTAIN AVE, DAYTON OH 45405-3702 United States",39.77889294574839,-84.20887553260617
R72 07002 0020,1,1,Special Service Inspection,0,2026-03-10,2026-03-10,"62 FOUNTAIN AVE, DAYTON OH 45405-3702 United States",39.779130359908976,-84.20860020610436
R72 07004 0033,1,1,Commercial Water Permit,0,2026-03-16,2026-03-16,"245 MARATHON AVE, DAYTON OH 45405-3621 United States",39.78201011252864,-84.21483832266387
R72 07005 0026,1,1,Permit Revision,0,2026-05-29,2026-05-29,"166 NIAGARA AVE, DAYTON OH 45405-3780 United States",39.77972062072458,-84.21292782507803
R72 07005 0045,2,2,Residential Building Permit,0,2026-02-16,2026-06-17,"1101 RICHMOND AVE, DAYTON OH 45405-3604 United States",39.78005984038567,-84.21076180167337
R72 07006 0014,3,2,Residential Plumbing Permit,0,2026-06-23,2026-06-23,"113 VICTOR AVE, DAYTON OH 45405-3746 United States",39.77911549585593,-84.21112296096776
R72 07008 0002,1,1,Residential Electrical Permit,0,2026-03-25,2026-03-25,"262 FOUNTAIN AVE, DAYTON OH 45405-3930 United States",39.77781461275142,-84.21276709077544
R72 07008 0012,2,2,Residential Electrical Permit,0,2026-01-05,2026-02-24,"220 FOUNTAIN AVE, DAYTON OH 45405-3930 United States",39.77783729110262,-84.21140471956667
R72 07008 0032,1,1,Residential Plumbing Permit,0,2026-05-27,2026-05-27,"311 DELAWARE AVE, DAYTON OH 45405-3914 United States",39.7773331774242,-84.21095458813129
R72 07008 0068,3,2,Residential Gas Permit,0,2026-06-09,2026-06-30,"212 Fountain AVE, 214, DAYTON OH 45405-3930",39.777852730218626,-84.21110261456062
R72 07009 0049,1,1,Residential Electrical Permit,0,2026-05-14,2026-05-14,"260 NIAGARA AVE, DAYTON OH 45405-3730 United States",39.779693154152184,-84.21536487367524
R72 07010 0022,1,1,Residential Gas Permit,0,2026-01-15,2026-01-15,"233 VICTOR AVE, DAYTON OH 45405-3748 United States",39.779128144096255,-84.21438658448997
R72 07011 0016,1,1,Residential Zoning Only Permit,0,2026-02-24,2026-02-24,"334 FOUNTAIN AVE, DAYTON OH 45405-3932 United States",39.777791170194575,-84.21436790902345
R72 07011 0057,1,1,Residential Electrical Permit,0,2026-04-30,2026-04-30,"422 DELAWARE AVE, DAYTON OH 45405-3919 United States",39.776856370194366,-84.21388943522324
R72 07102 0011,1,1,Commercial Gas Permit,0,2026-06-26,2026-06-26,"2327 N MAIN ST, DAYTON OH 45405-3470 United States",39.78541467488929,-84.21109973576904
R72 07102 0015,1,1,Residential Plumbing Permit,0,2026-01-22,2026-01-22,"19 W FAIRVIEW AVE, DAYTON OH 45405-3318 United States",39.784999077765,-84.21116783743607
R72 07104A0001,1,1,Residential Sewer Permit,0,2026-05-12,2026-05-12,"228 W PARKWOOD DR, DAYTON OH 45405-3023 United States",39.78673525534124,-84.21636049692266
R72 07104A0043,1,1,Residential Water Permit,0,2026-06-25,2026-06-25,"45 WOODCREST AVE, DAYTON OH 45405-3247 United States",39.78620450928136,-84.21547898276798
R72 07104B0002,1,1,Residential Plumbing Permit,0,2026-01-13,2026-01-13,"11 PINEHURST AVE, DAYTON OH 45405-3026 United States",39.78813406794639,-84.21459401742631
R72 07106 0005,1,1,Special Service Inspection,0,2026-05-06,2026-05-06,"136 W FAIRVIEW AVE, DAYTON OH 45405-3319 United States",39.78460150743334,-84.21450706489499
R72 07107 0030,1,1,Residential Plumbing Permit,0,2026-06-15,2026-06-15,"68 W NORMAN AVE, DAYTON OH 45405-3332 United States",39.78364032399281,-84.21226618827635
R72 07109 0002,1,1,Residential Wrecking Permit,0,2026-03-27,2026-03-27,"36 W HUDSON AVE, DAYTON OH 45405-3324 United States",39.782644879929464,-84.21086441144963
R72 07109 0019,1,1,Residential Wrecking Permit,0,2026-01-30,2026-01-30,"101 MARATHON AVE, DAYTON OH 45405-3615 United States",39.78202947704994,-84.2106998539219
R72 07109 0026,1,1,Residential Wrecking Permit,0,2026-01-21,2026-01-21,"37 MARATHON AVE, DAYTON OH 45405-3613 United States",39.78204686979369,-84.20988530820574
R72 07109 0031,1,1,Residential Wrecking Permit,0,2026-01-21,2026-01-21,"29 MARATHON AVE, DAYTON OH 45405-3613 United States",39.78204802546234,-84.20961840152889
R72 07109 0034,1,1,Special Service Inspection,0,2026-01-05,2026-01-05,"25 MARATHON AVE, DAYTON OH 45405-3613 United States",39.782055590016014,-84.2094762569973
R72 07109 0041,1,1,Residential Wrecking Permit,0,2026-01-29,2026-01-29,"56 MARATHON AVE, DAYTON OH 45405-3612 United States",39.78174531390929,-84.2104152721542
R72 07109 0043,1,1,Residential Wrecking Permit,0,2026-01-29,2026-01-29,"48 MARATHON AVE, DAYTON OH 45405-3612 United States",39.78173006287982,-84.21014440734511
R72 07109 0065,1,1,Residential Wrecking Permit,0,2026-01-30,2026-01-30,"27 SANTA CLARA AVE, DAYTON OH 45405-3625 United States",39.781142229310475,-84.20940754744669
R72 07110 0023,1,1,Residential Wrecking Permit,0,2026-01-30,2026-01-30,"133 MARATHON AVE, DAYTON OH 45405-3615 United States",39.78203435927601,-84.21186724368049
R72 07110 0035,1,1,Residential Electrical Permit,0,2026-04-08,2026-04-08,"142 MARATHON AVE, DAYTON OH 45405-3614 United States",39.78165109133447,-84.21216388359547
